grid.nam,latitude,longitude,elevation,all_flower_mid,all_fruit_mid,development_time,development_time_herb,development_time_WD,flower_herb_mid,flower_WD_mid,fruit_herb_mid,fruiting_WD_mid,all_flower_var,flower_herb_var,flower_WD_var,all_fruit_var,fruit_herb_var,fruit_WD_var,MAT,TCQ,MAP,PDM,TS,PS,accu_2019
1119,34.07,79.5,5317.68,201.91,219.13,16.9,14.7,39.2,204.3,171,220.1,208.8,0.12,0.11,0.15,0.1,0.1,0.14,266.62777,254.9209,70.5174,1.53716,91.8268,92.2623,548.8874158
1120,34.29,80.57,5286.74,204.5,219.45,13.5,12.1,32,205.8,183,220,212.4,0.1,0.1,0.09,0.1,0.1,0.12,266.53532,254.7148,59.0239,1.00156,92.8119,106.417,403.2741125
1121,34.5,81.64,5220.7,205.54,220.53,13.7,12.6,32,206.6,183,221,212.4,0.1,0.1,0.09,0.1,0.1,0.12,266.44959,254.6997,65.5459,0.909934,91.8123,106.108,180.84909
1122,34.7,82.73,5240.71,205.54,220.53,13.7,12.6,32,206.6,183,221,212.4,0.1,0.1,0.09,0.1,0.1,0.12,266.22613,254.5894,77.0133,0.684073,90.4312,105.092,170.771345
1123,34.89,83.81,5087.03,203.07,223.01,19.2,16,54.5,204.5,182.2,222.6,228.6,0.13,0.12,0.2,0.1,0.1,0.17,266.74118,255.1367,86.2254,0.294549,89.5606,106.972,358.0753425
1124,35.08,84.9,5045.56,203.07,223.01,19.2,16,54.5,204.5,182.2,222.6,228.6,0.13,0.12,0.2,0.1,0.1,0.17,266.6861,255.1347,97.2133,0.0694815,88.8533,110.907,372.814805
1125,35.25,86,5053,205.13,223.09,16.3,12.8,61.4,206.2,184.4,222.2,236.4,0.11,0.1,0.22,0.11,0.1,0.15,266.40462,254.9553,110.802,0.00259485,88.0349,114.415,437.453895
1126,35.41,87.1,4966.92,205.13,223.09,16.3,12.8,61.4,206.2,184.4,222.2,236.4,0.11,0.1,0.22,0.11,0.1,0.15,266.63846,255.2707,123.856,0,87.3749,116.201,430.09849
1127,35.57,88.2,5027.59,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,266.12531,254.9657,139.16,0.0036323,86.1909,117.413,293.78635
1128,35.71,89.31,5004.69,201,221.94,20.8,18.8,44.5,202.6,175.5,221.9,222.9,0.13,0.13,0.16,0.1,0.1,0.15,266.03779,255.0618,152.556,0.0083002,85.066,117.196,244.6735275
1129,35.84,90.43,5042.92,201.02,222.32,21.5,19.5,44.5,202.6,177.7,222.1,225.3,0.13,0.13,0.15,0.1,0.1,0.13,265.65571,254.9102,167.12,0.0261711,83.7578,116.385,243.549295
1130,35.97,91.54,4912.95,201.17,221.57,20.5,18.6,40.7,202.8,180.9,221.5,222.4,0.13,0.12,0.15,0.1,0.1,0.11,266.07883,255.4601,177.784,0.131244,82.9239,114.965,294.7853725
1131,36.08,92.66,4518.63,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,268.18785,257.3865,169.481,0.713254,83.6761,111.646,575.5970775
1132,36.19,93.79,3897.19,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,271.06543,259.5186,128.469,0.572548,88.3372,104.013,1064.388063
1133,36.28,94.91,3387.27,202.41,218.11,13.9,11.5,31.8,204.3,187.8,217.8,220.4,0.12,0.12,0.14,0.1,0.1,0.09,274.47293,262.2094,97.7159,0.555179,92.4736,94.5561,1682.430665
1134,36.37,96.04,3171.42,202.41,218.11,13.9,11.5,31.8,204.3,187.8,217.8,220.4,0.12,0.12,0.14,0.1,0.1,0.09,275.50849,263.15278,156.148,1.75506,92.2893,90.4777,1777.391548
1135,36.44,97.18,2938.67,204.7,220.55,14.6,12.2,33.5,206.6,188.1,220.1,223.8,0.13,0.12,0.17,0.1,0.1,0.1,277.54866,265.13186,233.862,3.37606,91.9862,85.8991,2090.490065
1136,36.51,98.31,3507.11,202.32,218.52,15.6,13.4,33.8,204.3,181.8,218.6,217.5,0.12,0.11,0.18,0.1,0.1,0.14,273.841347,262.1789,268.469,3.39921,87.6126,86.2837,1415.148715
1137,36.56,99.44,3464.97,201.43,222.03,19.7,16.8,47.4,203.8,174,222.1,221.8,0.13,0.12,0.16,0.1,0.1,0.12,272.593772,260.8029,282.898,1.12724,87.6431,96.613,1127.720643
1138,36.61,100.58,3279.77,200.11,224.4,24.5,18.7,62.6,204.4,163.4,224,227.3,0.15,0.13,0.15,0.11,0.11,0.16,273.828668,262.3043,353.364,1.03937,84.3246,97.6013,1277.974313
1139,36.64,101.72,2986.83,197.24,223.6,27.2,19.5,66.5,203,158.9,223.1,226.2,0.17,0.14,0.15,0.13,0.12,0.2,275.59425,264.40669,442.276,1.53944,81.5452,92.2082,1656.40038
1140,36.66,102.86,2537.07,191.75,224.23,34.9,21.3,76.6,200.6,157.1,222.3,230.7,0.19,0.14,0.15,0.14,0.12,0.2,277.00893,265.402,422.24,2.14215,84.967,89.438,2116.664167
1141,36.68,104,1936.91,187.34,224.85,38.7,22.4,70.7,198.6,158.3,222.1,230.9,0.18,0.13,0.15,0.13,0.1,0.19,280.17056,266.99624,291.569,1.32584,95.9807,92.1451,2862.15464
1142,36.68,105.14,1840.97,189.53,226.04,36.4,23.5,73.8,198.7,158.8,223.2,234.6,0.2,0.17,0.15,0.16,0.14,0.19,280.43014,267.09708,289.722,1.25241,97.2015,92.5007,2950.98406
1143,36.68,106.28,1689.73,189.33,224.74,36.2,23.6,74.2,198.3,157.9,221.8,234.2,0.2,0.16,0.16,0.16,0.15,0.2,280.50724,267.48758,368.37,1.90449,95.085,90.3167,3069.257493
1144,36.66,107.42,1486.6,189.04,227.62,37.6,17.1,77.8,204.3,154.8,222.8,238.4,0.23,0.15,0.17,0.17,0.13,0.23,281.31779,268.21243,418.003,2.30655,95.9483,86.7414,3210.3788
1145,36.63,108.55,1428.46,196.75,231.4,34.8,22.6,69.9,208,155.6,230.6,234.7,0.25,0.19,0.21,0.2,0.14,0.37,281.41397,268.18861,466.895,2.88749,96.771,88.0864,3025.049433
1146,36.6,109.69,1111.63,196.07,230.08,34.4,21.7,75,204.4,161,226.4,243.9,0.24,0.19,0.25,0.19,0.16,0.26,282.53901,268.98221,515.169,2.99793,98.4915,88.8562,3661.006653
1147,36.55,110.83,1125.27,189.59,228.89,41.3,28.6,84,197.6,157.3,225.1,243.1,0.21,0.17,0.19,0.17,0.15,0.22,282.37594,268.81437,526.957,3.75045,98.6578,88.1253,3640.232805
1148,36.49,111.96,1112.28,188.39,226.38,39.7,28.6,79,195.6,157.8,223,239,0.22,0.18,0.21,0.19,0.17,0.23,282.39214,269.01189,555.098,4.73916,97.1682,90.8295,3618.089555
1149,36.43,113.1,1056.12,183.81,226.22,42.4,28.2,82.1,195,147.9,222.4,237.7,0.25,0.21,0.18,0.21,0.19,0.26,282.35498,268.54755,611.261,5.21554,98.5455,96.3122,3615.198937
1150,36.35,114.23,251.789,189.57,227.33,39.2,27.1,85.9,197.4,154.6,223.9,241,0.25,0.22,0.23,0.21,0.2,0.22,286.3239,272.492972,574.666,4.50443,101.768,106.786,4711.389005
1151,36.26,115.36,43.5143,193.69,226.76,33.3,23.4,94.6,199.4,152.4,223.4,247.7,0.3,0.27,0.3,0.23,0.23,0.22,286.9649,272.859219,545.095,6.65688,104.659,104.326,4900.19796
1152,36.16,116.48,96.1081,193.46,229.21,35,23.5,91.6,201.6,147.3,226,246.9,0.31,0.26,0.28,0.25,0.23,0.29,287.0483,273.26249,623.452,7.10085,101.351,106.478,4908.291703
1153,36.06,117.61,282.147,193.47,230.88,37.2,25,90.2,202.9,146.5,228.1,244.1,0.32,0.27,0.27,0.23,0.22,0.28,286.0311,272.380352,729.959,8.14812,100.204,105.025,4595.778702
1154,35.94,118.72,213.432,195.75,233.24,37.6,25.1,93.1,205.5,147.7,230.6,245.7,0.32,0.27,0.26,0.22,0.2,0.26,285.1008,271.65019,787.447,9.35116,98.6381,104.737,4482.519342
1155,35.81,119.84,60.1429,190.26,230.35,40.6,26.5,96.7,199.8,145.2,227.7,242.2,0.32,0.27,0.27,0.23,0.21,0.31,285.4859,272.78893,785.802,10.6977,94.6208,94.9682,4584.611345
1172,33.21,79.78,4901.6,204.76,219.68,13.7,12.6,32,205.9,183,220.2,212.4,0.1,0.09,0.09,0.1,0.09,0.12,269.52445,258.2957,90.9856,2.17476,89.2251,88.0778,908.78094
1173,33.43,80.84,4846.09,204.49,218.83,13.4,12.2,32,205.7,183,219.3,212.4,0.1,0.09,0.09,0.1,0.09,0.12,269.74485,258.4232,72.3975,1.04671,89.8445,104.275,864.083535
1174,33.64,81.9,5181.27,205.42,220.03,13.7,12.7,32,206.4,183,220.5,212.4,0.1,0.1,0.09,0.1,0.1,0.12,267.70589,256.6678,91.729,1.00043,87.2824,102.569,479.819655
1175,33.84,82.97,5145.05,207.49,220.84,13.1,12.2,30.7,208.4,184,221.2,213.7,0.1,0.1,0.08,0.09,0.09,0.08,267.56319,256.6414,101.59,1,85.667,99.3584,402.3588325
1176,34.03,84.04,5065.67,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,267.7646,256.8574,109.005,0.983425,84.9085,100.907,397.7625625
1177,34.21,85.12,5145.16,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,267.1878,256.3154,117.976,0.883848,84.5083,107.385,345.05774
1178,34.38,86.21,5230.62,205.13,223.09,16.3,12.8,61.4,206.2,184.4,222.2,236.4,0.11,0.1,0.22,0.11,0.1,0.15,266.38179,255.5558,130.097,0.63112,84.2483,114.475,295.297455
1179,34.54,87.3,5038.78,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,267.12635,256.2514,143.552,0.20239,84.318,117.918,350.1909525
1180,34.69,88.39,5000.43,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,267.09431,256.2664,161.114,0.106508,84.0269,119.013,284.057145
1181,34.84,89.49,5004.03,202.04,221.33,19.2,17.3,43.8,203.6,178,221.4,220.1,0.12,0.11,0.13,0.09,0.09,0.09,266.75588,256.0212,179.719,0.0996689,83.5418,118.889,223.7594175
1182,34.97,90.59,4942.42,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,266.9335,256.2634,198.707,0.0107648,83.1799,117.991,251.57512
1183,35.09,91.7,4912.26,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,266.86548,256.3387,223.006,0.0458761,82.3137,116.889,305.30953
1184,35.21,92.8,4697.97,201.91,222.29,21,18.4,59,203.2,175.6,222.1,225.2,0.12,0.11,0.17,0.09,0.09,0.13,267.89688,257.4983,249.151,0.942464,80.8889,112.596,373.607565
1185,35.31,93.91,4623.87,201.85,221.25,20.1,17.3,50.5,203.5,179.8,221.2,221.6,0.12,0.11,0.16,0.09,0.09,0.1,268.25153,257.5859,242.913,1.13228,82.3014,106.74,488.66003
1186,35.4,95.03,4578.12,203.66,221.27,16.8,13.7,45.1,205.7,181.6,221.3,220.6,0.12,0.11,0.17,0.1,0.09,0.11,268.36398,257.3839,248.278,1.84293,84.1841,100.603,537.806255
1187,35.49,96.15,4467.11,203.66,221.27,16.8,13.7,45.1,205.7,181.6,221.3,220.6,0.12,0.11,0.17,0.1,0.09,0.11,268.90703,257.7983,284.853,2.61593,84.4734,96.1744,597.7146625
1188,35.56,97.26,4418.79,203.56,221.29,17.3,14.4,48.4,205.5,177.9,221.1,223.1,0.13,0.11,0.18,0.1,0.1,0.12,269.1846,258.083,329.002,3.26942,83.9035,92.6844,595.9111
1189,35.62,98.38,4221.54,203.4,219.53,14.9,13,36.9,204.9,182.5,219.2,222.8,0.12,0.11,0.16,0.1,0.09,0.11,269.98386,258.7623,333.819,3.21548,84.1705,90.4532,702.39589
1190,35.68,99.51,4068.14,201.74,222.76,20.3,17,52.1,204.3,170.2,222.7,223.3,0.14,0.12,0.17,0.11,0.11,0.11,269.77283,258.4588,364.048,1.84219,84.0551,93.5848,712.890255
1191,35.72,100.63,3202.55,200.62,223.91,23.7,18.3,62.7,204.7,162.6,223.5,227.4,0.15,0.13,0.15,0.11,0.11,0.16,274.6198,262.9745,381.17,1.47285,84.8652,93.8552,1691.702702
1192,35.76,101.76,3225.29,196.04,224.49,29.8,19.8,69.2,204.1,154.4,224.5,224.7,0.19,0.14,0.15,0.13,0.11,0.22,274.72102,263.91747,485.723,1.81948,78.5576,90.7823,1561.633015
1193,35.78,102.88,2496.43,190.36,225.4,38,22.7,78,201.1,153.5,224.3,228.7,0.2,0.15,0.15,0.15,0.12,0.22,277.55367,266.08805,489.119,2.02203,82.8782,87.0281,2270.314178
1194,35.79,104.01,2093.52,182.43,228.76,48.3,27,85.6,196.3,153.8,223.8,237.9,0.23,0.19,0.17,0.2,0.18,0.21,279.58411,267.52067,420.674,1.97042,87.8001,85.9042,2691.69524
1195,35.8,105.14,1943.28,184.47,225.04,41.4,25.7,75.6,195.4,157.1,220.8,234.7,0.19,0.16,0.13,0.16,0.14,0.18,280.23717,268.03714,413.422,2.15432,89.4813,85.4238,2717.542955
1196,35.79,106.26,1871.82,186.65,225.87,40,24.6,78,197.6,154.8,222.3,235.5,0.2,0.16,0.14,0.17,0.15,0.21,280.24251,268.19462,503.246,2.44107,88.6855,86.7958,2687.906813
1197,35.78,107.39,1304.43,184.42,227.99,44,26,81.7,197.2,153.8,223.4,238.3,0.21,0.17,0.14,0.17,0.15,0.2,282.66514,270.20666,525.668,3.18625,91.6072,82.3579,3557.112722
1198,35.75,108.51,1319.31,183.14,235.63,53.4,26,89.4,206.9,149.7,232.1,241.2,0.29,0.22,0.15,0.18,0.12,0.24,282.5388,269.85516,552.891,4.27023,93.5145,81.7063,3380.963447
1199,35.71,109.64,1163.55,189.25,230.1,40.4,22.4,85,205.4,146.5,227.8,236.9,0.28,0.22,0.16,0.19,0.15,0.27,283.2944,270.22815,556.644,4.62371,95.9412,81.8587,3561.514418
1200,35.67,110.76,799.947,187.84,231.27,46.2,28,94.7,199.9,151.2,228.7,239.1,0.26,0.2,0.2,0.19,0.16,0.26,284.7856,271.33988,532.241,4.934,98.6968,81.6073,4198.182248
1201,35.61,111.88,886.378,187.41,227.84,42.4,27.8,88.2,197.7,150.7,225.4,236.1,0.25,0.21,0.2,0.2,0.18,0.24,283.816,270.70264,592.101,6.36652,95.8523,83.8078,3959.570978
1202,35.54,113.01,876.606,188.02,227.35,41.6,27.5,89.1,197.4,151.3,224.7,237.2,0.25,0.21,0.21,0.21,0.19,0.26,284.1034,270.79576,642.161,7.15134,96.1257,87.2139,4065.23924
1203,35.47,114.12,155.243,188.47,226.61,39.9,27.3,85.7,196.8,152.9,223.7,238.1,0.25,0.22,0.23,0.21,0.19,0.25,287.487,273.953175,588.515,6.86455,99.5744,101.117,4873.536545
1204,35.38,115.24,54.25,193.54,227.02,33.5,24.2,96.4,198.4,152.8,223.7,248.9,0.29,0.26,0.32,0.23,0.22,0.18,287.314,273.782057,617.133,8.46987,100.362,97.9745,5006.46479
1205,35.29,116.35,41.7222,193.84,227.3,33,22,88.1,200.6,152.7,223.4,247.6,0.33,0.3,0.33,0.27,0.25,0.28,287.3506,273.954872,674.184,9.10487,99.1185,95.7028,5051.89507
1206,35.18,117.46,156.162,193.08,228.64,34.7,22.9,91,200.7,150.5,224.6,248.3,0.33,0.29,0.31,0.26,0.25,0.26,286.9447,273.636935,744.919,9.83154,98.4786,97.4496,4881.611078
1207,35.06,118.57,79.2941,193.09,228.7,34.8,22.3,94.1,201.1,149,224.4,249.7,0.33,0.29,0.29,0.26,0.24,0.26,286.4657,273.444227,850.612,11.2737,96.512,100.407,4843.126198
1224,32.13,79.01,4835.47,197.93,219.01,20.9,17.4,52.2,199.9,173.8,218.6,222.9,0.11,0.1,0.15,0.12,0.11,0.22,270.9984,261.2194,361.569,8.37446,77.0475,61.8725,1012.226154
1225,32.35,80.05,4938.09,200.24,219.35,18.5,15.3,51.5,202.2,173.5,219.2,221,0.11,0.1,0.14,0.12,0.11,0.21,269.74715,259.3346,181.917,3.67087,83.9223,91.1471,882.421765
1226,32.57,81.1,4983.37,204.77,219.27,13.7,12.6,32,205.8,183,219.7,212.4,0.09,0.09,0.09,0.09,0.09,0.12,269.42048,259.0744,154.072,2.2598,83.1784,97.38,789.4994625
1227,32.77,82.15,4687.03,204.49,218.83,13.4,12.2,32,205.7,183,219.3,212.4,0.1,0.09,0.09,0.1,0.09,0.12,271.2611,261.0554,155.068,1.65601,80.6596,88.2492,1022.686203
1228,32.97,83.21,4793.35,207.49,220.84,13.1,12.2,30.7,208.4,184,221.2,213.7,0.1,0.1,0.08,0.09,0.09,0.08,270.48547,260.3523,149.371,1.1049,79.4955,88.6219,798.6574375
1229,33.16,84.27,4852.75,209.38,222.66,12,11.2,25.7,210.4,184.4,223.5,208.7,0.11,0.11,0.09,0.09,0.09,0.07,269.90118,259.7042,142.066,1,79.5837,95.4312,615.01365
1230,33.34,85.34,5097.94,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,268.38767,258.1349,141.717,1,80.1761,106.368,441.3969125
1231,33.51,86.41,5051,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,268.23976,257.8846,151.781,1,80.8412,113.991,451.651275
1232,33.67,87.49,5135.08,205.13,223.09,16.3,12.8,61.4,206.2,184.4,222.2,236.4,0.11,0.1,0.22,0.11,0.1,0.15,267.64572,257.2487,168.694,1,81.2153,118.647,340.423895
1233,33.82,88.57,5198.77,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,266.94305,256.5596,189.586,0.999358,81.3604,119.504,204.5711575
1234,33.96,89.66,5184.36,202.09,220.17,16.8,14.1,46,203.5,182.7,220,221.6,0.11,0.1,0.18,0.1,0.09,0.13,266.56643,256.16,214.319,0.994801,81.5438,118.171,198.3078
1235,34.09,90.75,5116.86,200.77,216.89,14.9,13.2,27.6,202.2,189.8,217.2,215,0.11,0.1,0.1,0.07,0.08,0.06,266.6578,256.2074,241.29,0.715647,81.8282,117.517,239.59157
1236,34.21,91.84,4804.12,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,268.18745,257.5994,268.718,0.115133,82.5404,117.547,342.1395775
1237,34.33,92.94,4650.5,201.85,221.25,20.1,17.3,50.5,203.5,179.8,221.2,221.6,0.12,0.11,0.16,0.09,0.09,0.1,268.98645,258.4554,303.371,0.688032,81.6526,112.867,538.6385525
1238,34.43,94.04,4619.37,201.91,222.29,21,18.4,59,203.2,175.6,222.1,225.2,0.12,0.11,0.17,0.09,0.09,0.13,269.05314,258.4724,322.329,1.59327,81.2936,105.697,519.699255
1239,34.52,95.14,4578.03,201.91,222.29,21,18.4,59,203.2,175.6,222.1,225.2,0.12,0.11,0.17,0.09,0.09,0.13,268.95448,258.2154,341.407,2.07609,81.9895,100.736,543.40712
1240,34.6,96.24,4613.42,205.44,223.91,18.1,15.4,46.6,207.5,178.9,224.1,221.5,0.12,0.11,0.18,0.1,0.09,0.12,268.69182,257.9963,367.284,2.93229,81.2117,97.2469,515.2548625
1241,34.68,97.35,4438.64,204.05,222.99,18.5,15.9,58.5,205.7,169.5,222.9,224.5,0.13,0.12,0.18,0.1,0.1,0.13,269.6965,258.9122,365.414,3,81.0776,94.2628,542.1406125
1242,34.74,98.46,4347.66,201.37,222.74,20.7,17.4,61.9,203.8,159.5,222.6,224.8,0.13,0.12,0.13,0.1,0.1,0.12,269.76274,258.7956,368.976,2.98857,81.726,92.3526,509.5384175
1243,34.79,99.57,4316.69,201.58,222.67,20.5,17,59.3,204.2,160.9,222.6,223.6,0.14,0.12,0.14,0.11,0.11,0.13,269.10069,258.1998,447.145,2.5244,80.6986,92.2792,547.7400225
1244,34.84,100.68,3764.42,200.62,224.16,23.8,18.2,64.2,205,160.3,223.9,226.3,0.15,0.13,0.11,0.12,0.11,0.16,272.13003,261.2505,507.63,2.0394,79.5281,91.5341,932.9865
1245,34.87,101.79,3693.87,195.7,224.5,30.7,19.8,73.3,203.9,152.6,224.2,226,0.18,0.13,0.13,0.13,0.11,0.2,273.006423,262.9535,594.334,1.99768,73.2753,89.7102,869.5915775
1246,34.9,102.91,3272.4,188.39,226.78,40.7,25.2,81.6,199,152.9,224,234.9,0.21,0.17,0.16,0.18,0.16,0.23,274.64734,264.58091,597.094,2.11155,73.0252,84.9596,1311.58907
1247,34.91,104.02,2493.11,180.17,225.8,47.7,28.5,82.4,193.7,152.4,221.6,233.7,0.22,0.19,0.16,0.21,0.19,0.23,278.25219,267.77419,564.817,2.47637,76.77,81.2806,2090.067845
1248,34.91,105.13,1837.17,177.74,228.08,53.8,29,89.8,194.2,151,223.1,235.6,0.25,0.2,0.18,0.22,0.2,0.23,281.36891,270.10945,551.845,2.85792,82.8177,80.0168,2887.253835
1249,34.91,106.25,1692.2,180.08,228.36,51,28.6,88.2,195,151.4,223.3,237.1,0.24,0.2,0.17,0.21,0.2,0.23,281.71515,270.17785,605.654,3.51919,85.0421,80.9514,2947.661995
1250,34.89,107.36,1188.31,180.8,227.67,49.7,28.3,92.3,195,148.9,222.9,237.7,0.26,0.22,0.18,0.24,0.22,0.26,283.8467,271.93394,637.773,4.32669,88.6392,78.4956,3651.26507
1251,34.86,108.47,1018.4,192.54,231.03,39.9,21.4,86.3,206.6,149.2,228.8,237.9,0.28,0.21,0.21,0.21,0.16,0.31,285.1086,272.451014,592.634,5.13124,94.7168,77.3409,3994.062395
1252,34.83,109.59,650.756,182.83,230.01,50.9,28,92.9,197.9,152.3,226.7,236.3,0.27,0.23,0.2,0.19,0.18,0.21,286.8585,273.457238,562.999,5.68222,99.1958,73.5246,4470.41789
1253,34.78,110.7,644.974,184.65,228.67,46.5,27.3,91.5,198.6,148.1,225.4,236.5,0.28,0.23,0.19,0.23,0.21,0.25,285.8889,272.767305,557.286,6.73098,97.0926,74.8338,4490.0142
1254,34.73,111.81,540.645,182.76,230.15,50,29,96.3,196.7,147.5,225.9,239.8,0.3,0.25,0.23,0.24,0.22,0.25,285.6366,272.72288,599.079,7.89304,95.5377,76.866,4530.01944
1255,34.66,112.92,259.231,186.64,227.51,43.4,28,90.3,197,150,224.3,237.9,0.27,0.22,0.22,0.22,0.21,0.25,286.8437,273.930292,647.939,8.39761,95.5788,77.7851,4927.498688
1256,34.59,114.02,93,185.84,226.72,43.1,27.2,92.3,196.2,148.7,223.4,237.5,0.28,0.24,0.24,0.24,0.23,0.26,287.6701,274.69926,646.612,9.77398,96.5251,91.2373,5006.837647
1257,34.5,115.13,57.1143,193.56,227.88,34,24.2,97,199.7,147.4,224.3,251.5,0.3,0.27,0.3,0.23,0.22,0.21,287.6223,274.65203,675.129,12.2109,96.6865,92.8539,5114.857093
1258,34.41,116.23,43.5143,189.22,227.02,37.1,23.4,96,198.1,147.2,221.8,249.9,0.33,0.29,0.29,0.27,0.25,0.25,287.8216,274.85955,735.178,13.7557,96.3725,88.8034,5141.256182
1259,34.3,117.33,38.75,189.26,228.18,38.5,23.8,96.1,199.3,146.7,223.7,247,0.35,0.31,0.29,0.28,0.26,0.3,287.878,274.92507,734.931,13.8452,96.4728,91.6209,5124.540598
1260,34.19,118.42,20.7222,192.4,227.52,33.6,21.4,95.1,199.1,154.3,221.9,255.2,0.33,0.3,0.32,0.27,0.25,0.22,287.5647,274.87489,771.427,17.7264,94.8928,91.1284,5014.83442
1261,34.06,119.51,2.63636,191.83,228.46,35.6,23.7,94.2,198.7,152.2,223.3,254.2,0.34,0.31,0.34,0.28,0.26,0.25,287.2111,275.02,808.923,22.406,92.2276,79.5811,5003.037813
1277,31.27,79.28,4832.15,195.92,218.13,22,17.8,54.5,198.1,172.7,217.4,224.2,0.11,0.1,0.15,0.12,0.11,0.23,271.30499,262.4863,608.529,11.9839,69.3199,67.5268,1042.122463
1278,31.49,80.31,4961.76,198.49,218.89,20.3,17,50.1,200.4,174.8,218.6,221.6,0.11,0.1,0.15,0.12,0.11,0.22,270.66879,261.586,448.637,7.65582,72.6302,79.7031,908.329095
1279,31.7,81.35,5130.89,205.06,220.58,15.4,14.6,24.6,206.3,187.7,221.4,211.3,0.09,0.09,0.08,0.08,0.08,0.11,269.14367,259.9976,316.096,4.0707,73.6688,84.3344,659.714555
1280,31.91,82.4,4984.18,207.49,220.84,13.1,12.2,30.7,208.4,184,221.2,213.7,0.1,0.1,0.08,0.09,0.09,0.08,270.1366,261.047,267.808,2.73637,72.4827,80.1808,786.617345
1281,32.11,83.44,4902.62,207.49,220.84,13.1,12.2,30.7,208.4,184,221.2,213.7,0.1,0.1,0.08,0.09,0.09,0.08,270.55386,261.3695,219.721,1.90762,72.5352,81.1396,870.5860725
1282,32.29,84.5,4789.43,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,271.14862,261.7373,185.131,1.07336,73.7217,89.991,947.2554425
1283,32.47,85.55,4983.85,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,269.94833,260.2998,169.974,1,75.6475,105.314,748.370715
1284,32.64,86.62,4925.91,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,269.98955,260.1189,178.589,1,77.193,116.88,670.8555675
1285,32.8,87.68,5062.97,205.13,223.09,16.3,12.8,61.4,206.2,184.4,222.2,236.4,0.11,0.1,0.22,0.11,0.1,0.15,268.98027,259.002,195.713,1,78.275,121.518,549.375645
1286,32.95,88.75,5009.2,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,268.78321,258.6856,221.735,1,79.0355,120.357,548.41276
1287,33.08,89.83,5024.71,202.14,218.94,16.3,14.1,45.8,203.1,187.5,219.5,212.6,0.11,0.1,0.13,0.09,0.09,0.08,268.275,258.0446,247.676,1,79.9243,118.49,521.4153075
1288,33.22,90.91,5223.09,202.14,218.94,16.3,14.1,45.8,203.1,187.5,219.5,212.6,0.11,0.1,0.13,0.09,0.09,0.08,266.91437,256.645,280.662,1,80.3739,116.058,347.2389975
1289,33.34,91.99,5036.77,202.42,219.11,16.1,13.6,45.8,203.2,191.6,219.5,215.3,0.1,0.1,0.1,0.08,0.08,0.06,267.5682,257.181,322.48,0.976766,80.8805,113.743,349.8968675
1290,33.45,93.07,4759.78,203.09,222.19,19.4,17.4,47,204.6,179.1,222,224.5,0.11,0.11,0.11,0.09,0.09,0.08,269.1262,258.7077,371.634,1.30137,80.2977,109.546,419.359
1291,33.55,94.16,4755.06,203.58,223.3,19.9,18.1,55.2,204.8,174,222.9,230.8,0.11,0.11,0.08,0.09,0.1,0.08,269.2948,258.975,412.204,2.27526,79.036,104.153,438.589845
1292,33.64,95.25,4838.41,199.88,223.73,24.7,19,65.7,203.8,160.4,223.5,225.4,0.14,0.12,0.12,0.11,0.1,0.17,268.55839,258.3556,440.059,2.99571,77.998,100.444,385.3688725
1293,33.72,96.34,4572.42,200,224.14,24.6,19,65.7,203.9,160.4,224,225.4,0.14,0.12,0.12,0.11,0.1,0.17,270.11214,259.9394,442.731,2.8698,76.9284,97.9473,578.53881
